,x1,x2,y
0,0.9105746438340512,0.5987729190936276,-9.905582395428457
1,4.461309877782196,7.219751918327352,46.26919080267246
2,1.96419453610164,0.8871215950885736,6.3773033222088475
3,4.479097428863639,3.0777654330128996,38.74212763370624
4,4.5571905277414855,3.418312824964986,27.931385518535983
5,0.8126522232749522,8.537407469835546,61.150259074289316
6,4.8952294486293,3.1876799559983917,38.853574433380395
7,4.996664255344717,5.046747240888082,51.44077288652225
8,3.994636402096421,1.6285128498561772,4.96930213330662
9,4.734431587511864,3.956710750855191,47.461894849184674
10,0.4167039153833785,4.227591004789652,41.37855635660394
11,4.098276659649914,6.232780317360618,54.804661274027886
12,2.086812520129061,7.380023432900963,52.147401848097836
13,4.494070952145223,4.043445948030537,50.11496442449907
14,1.9044424395098014,0.95883462010383,14.450037825967637
15,4.50764376256137,0.9587302122297127,20.546900686131888
16,0.609990108766299,6.449061168124619,31.262409717003756
17,1.0100174877108898,2.9498664551012883,33.83686021247753
18,4.903431893179608,2.1989126504623147,16.728208228115353
19,3.8745704399207885,4.346828811206917,44.6933875047892
20,3.9568638999458288,4.036523276361795,26.69332776469481
21,2.6900327280564285,7.118380237336561,45.585871627003414
22,4.303618846766604,7.907296868534575,71.45935078537843
23,1.023199914660959,7.93900068615653,67.3501085021175
24,2.977418223377155,2.225960518856631,13.13233094349659
25,3.7462742622055307,3.4324269574300477,14.262406123253008
26,3.145739955927879,8.065400169095206,62.13334456262449
27,0.8296723682713314,3.299555361108803,36.65618678203086
28,4.87569281771791,1.5162216500665584,8.296332984870496
29,1.2131146898467455,6.555346313909959,49.42993863210286
30,4.573644586711923,1.5054126529267813,12.39040551162793
31,4.639576903148211,1.6138890092296396,22.60486525926618
32,2.3701108081649336,6.3846807948889195,51.560072079280125
33,1.9011503639111766,3.914945659756983,22.711857469080094
34,2.883140165807756,8.317913717873825,65.39595601749596
35,3.4313426368357285,7.526079418249153,46.72101515506192
36,0.9446090575990435,1.4470811479827574,9.30438806423043
37,3.887487162525951,3.3093826380399145,30.90239209521446
38,1.5261558838706013,7.8183643542090255,61.11747750457957
39,4.35059800918655,1.1602957975962416,45.961650375389205
40,0.7961821072056863,6.124988708178794,48.52626602048737
41,0.896526208522887,5.006735687452608,32.952942027363584
42,3.9293254990171027,8.610974904807408,65.20433067423829
43,0.7068408345864102,3.363690246875418,21.208479283114876
44,1.1523070395045605,6.279326945681453,53.27454847452481
45,0.28467693695155394,3.603201579408393,42.20852686490808
46,2.579714165404571,3.438764428906024,28.85007729412613
47,2.6141203139256537,2.090210973107377,23.432029036167936
48,3.6935902246610346,8.95443491452319,92.67131169853374
49,0.6594883659158945,3.3120274418261895,22.672479188777032
50,1.333464000890705,2.020065715425498,11.076741416463744
51,1.4229503042532672,1.0841142473425984,20.765696798400292
